Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,ব্রহ্মার,বিষ্ণুর,শিবের,ইন্দ্রের,বিশ্বকর্মা কার নির্দেশে কিষ্কিন্ধ্যা নগরী তৈরি করেন?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,প্রদীপ,ধূপ,পুষ্প,নৈবেদ্য,পূজার উপচার হিসেবে কোনটি শক্তির প্রতীক?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,বিষ্ণু,শিব,ব্রহ্মা,অগ্নি,পূজার আচমনের সাথে কোন দেবতাকে স্মরণ করতে হয়?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,পেঁচা,সিংহ,হাঁস,ইঁদুর,লক্ষ্মী দেবীর বাহন কী?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,বিশ্বকর্মা,ব্যাসদের,গণেশ,কার্তিক,দেবশিল্পী বলা হয় কাকে ―
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্রীকৃষ্ণ,কংশ,ইন্দ্র,কুবের,দ্বারকাপুরী কার আদেশে নির্মাণ করা হয়েছে?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,দেবী লক্ষ্মী,দেবী দুর্গা,বিশ্বকর্মা,দেবী সরস্বতী,প্রতি সপ্তাহের বৃহস্পতিবারে কোন দেবতার পূজা করা হয়?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,দুটি,তিনটি,চারটি,পাঁচটি,লক্ষ্মী দেবীর কয়টি হাত?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,ধূপ,আলো,প্রদীপ,চন্দন,শক্তির উপাচার কোনটি?
দেব-দেবী ও পূজা পার্বণ,7,ইসলাম ও নৈতিক শিক্ষা,1,পদ্ম,পলাশ,শাপলা,গোলাপ,লক্ষ্মী দেবী কোন ফুলের ওপর উপবিষ্ট?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,অর্জন করা,বিসর্জন করা,বাদ দেওয়া,সত্যবাদিতা,ত্যাগ বলতে কী বোঝায়?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,তান্ত্রিক মন্ত্রে,তারা মন্ত্রে,বামা মন্ত্রে,দ্রয়ী মন্ত্রে,বামাক্ষেপা যে মন্ত্রে সাধনা করে সিদ্ধিলাভ করেন-
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,অটলা,পাটনা,দেওগড়,জনবাড়ি,তারাপীঠের নিকটবর্তী গ্রামটি হলো-
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,১৮৩৭,১৮২৩,১৮২৯,১৮৪২,বামাক্ষেপা কত খ্রিস্টাব্দে জন্মগ্রহণ করেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,সর্বানন্দ চট্টোপাধ্যায়,সদানন্দ চট্টোপাধ্যায়,গয়ানন্দ চট্টোপাধ্যায়,নিত্যানন্দ চট্টোপাধ্যায়,বামাক্ষেপার পিতার নাম কী?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,খেতখামারে,কারখানায়,দেশের বাইরে,অফিসে,বামাক্ষেপার পিতা সর্বানন্দ কোথায় কাজ করতেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,ত্যাগ,স্বান্থ্য,ভালোবাসা,বিশ্বাস,মানব চরিত্রের একটি বিশেষ নৈতিক গুণ কোনটি?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,ধর্ম,কর্ম,খেলাধুলা,ব্যবসায়,ত্যাগ ছাড়া কী হয় না?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,কৌশল্যা,সুমিত্রা,কৈকেয়ী,সীতা,রাজা দশরথের বড় রানীর নাম কী?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,ভরত,লক্ষণ,শত্রুঘ্ন,রাম,কৈকেয়ীর পুত্রের নাম কী ছিল?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,রাম,লক্ষণ,ভরত,শত্রুঘ্ন,কৌশল্যার পুত্রের নাম কী ছিল?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,চার,দুই,তিন,পাঁচ,রাজা দশরথের কয় ছেলে ছিল?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,২৫ বছর,২০ বছর,২২ বছর,২৭ বছর,অভিষেকের সময় রামের বয়স কত ছিল?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,দুটি,তিনটি,চারটি,পাঁচটি,রাজা দশরথ খুশি হয় রানী কৈকেয়ীকে কয়টি বর দিতে চেয়েছিলেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,মন্থরা,ধরা,সীতা,বিরা,কৈকেয়ীর বাপের বাড়ির দাসির নাম কী?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,সীতা দেবী,গীতা দেবী,রীতা দেবী,মিতা দেবী,শ্রীরামচন্দ্রের স্ত্রীর নাম কী?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,রাম,শত্রুঘ্ন,ভরত,লক্ষণ,পিতার প্রতিজ্ঞা রক্ষার্থে কে বনবাসী হয়েছিলেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,লক্ষণ,শত্রুঘ্ন,ভরত,সমুন্দ্র,বনগমনে কোন ভাই রামচন্দ্রের সঙ্গী হয়েছিলেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,ভরত,রাজা দশরথ,মাতা কৌশল্যা,শত্রঘ্ন,শ্রীরামচন্দ্রকে কে ফিরিয়ে নিতে এসেছিল?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্রীচৈতন্য,ভরত,অর্জুন,শত্রুঘ্ন,কে দয়াকে অত্যন্ত গুরুত্বপূর্ণ বিবেচনা করেছেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,ঈশ্বর,দেবতা,মন,প্রাণ,জীবের মধ্যে আত্মারূপে কে অবস্থান করেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্রীকৃষ্ণ,শ্রীরাম,রামচন্দ্র,শ্রীচৈতন্য,দ্বারকার রাজা কে ছিলেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,মন্দীপনি মুনি,বিশ্বামিত্র মুনি,রামকৃষ্ণ মুনি,নারদমুনি,শ্রীকৃষ্ণ বাল্যকালে কোন মুনির আশ্রমে লেখাপড়া করতেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,দ্বারকায়,মথুরায়,বৃন্দাবনে,পুরিতে,শ্রীদাম কোথায় গেলেন?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,তিতীক্ষা,আত্মসম্মান,প্রতিজ্ঞান,ধৈর্য,ধর্মের অঙ্গ কোনটি?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,প্রবৃত্তির,টাকার,সমাজের,ভাগ্যের,মানুষ কিসের দাস?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,দুই,তিন,চার,ছয়,মানুষের মনে কয় ধরনের প্রবৃত্তি রয়েছে?
ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা,7,ইসলাম ও নৈতিক শিক্ষা,1,পরিবার,ঘর,গ্রাম,বাজার,সমাজের প্রথম স্তর কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জগন্নাথ মিশ্র,কেশব মিশ্র,নীলাম্বর মিশ্র,জগৎ মিশ্র,নিমাইয়ের পিতার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জনগণ,বলরাম,শ্রীকৃষ্ণ,কালিন্দী,কালীয় দমনের দ্বারা উপকৃত হয়―
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,মথুরার,গোকূলের,বৃন্দাবনের,কাশ্মীর,কংস কোথাকার রাজা ছিলেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,বৃন্দাবনে,গোকূলে,ব্রজধামে,মথুরায়,রাজা কংস অনুচরদের কোথায় পাঠিয়েছেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,গরু,মহিষ,ভেড়া,হরিণ,গোপ বালকেরা মাঠে কী চরাচ্ছিল?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,যমুনা নদী,পদ্মা নদী,ভাগীরথী নদী,মেঘনা নদী,গোপ বালকেরা কোন নদীর তীরে খেলছিল?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,রমনক দ্বীপে,কালিন্দী হ্রদে,যমুনার তীরে,বৃন্দাবনে,কালীয় নাগের মূল আশ্রয়কেন্দ্র ছিল কোথায়?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,ইন্দ্রপূজা,বিষ্ণুপূজা,দূর্গাপূজা,গণেশপূজা,নকল গোপ মিলে কোন পূজার আয়োজন করেছেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,গোবর্ধন গিরিরপূজা,বিষ্ণুপূজা,লক্ষ্মীপূজা,মনসাপূজা,কৃষ্ণ গোপনের কোন পূজা করার কথা বললেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,মেঘকে,সূর্যকে,চন্দ্রকে,পাহাড়কে,ইন্দ্র কাকে আদেশ দিলেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,গিরিধারি,মুরারি,গোপবালক,গিরিবারি,গোবর্ধন গিরি ধারণ করায় কৃষ্ণের আরেক নাম কী হয়?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জগন্নাথ মিশ্র,শ্রীনিত্যানন্দ,বিশ্বরূপ,শংকরচার্য,শ্রীচৈতন্যদেবের পিতার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,দুই,তিন,চার,পাঁচ,জগন্নাথ মিশ্রের কয় ছেলে ছিল?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,শান্ত ও ধার্মিক,চঞ্চল,ধর্মবিদ্বেষী,সন্ন্যাস,জগন্নাথ মিশ্র কেমন প্রকৃতির লোক ছিলেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,নিমাই,বিশ্বরূপ,মাধব,গোপাল,শ্রীচৈতন্যদেরকে আরেক নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,লক্ষ্মীদেবী,মুক্তাবেদী,বীণা দেবী,কণা দেবী,নিমাই পণ্ডিত কাকে বিয়ে করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,ঈশ্বরপুরীর,কেশব মিশ্রের,কেশব ভারতীয়,ত্রৈলেখা স্বামীর,নিমাই কার নিকট দীক্ষা গ্রহণ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,আঠার বছর,পনের বছর,বিশ বছর,ত্রিশ বছর,চৈতন্যদের নীলাচলে কত বছর অতিবাহিত করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,১৫৩৩ সালে,১৫৩০ সালে,১৫৩২ সালে,১৫৩৫ সালে,চৈতন্যদের কত সালে জগন্নাথদেবের মন্দিরে প্রবেশ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,প্রভু নিত্যানন্দ,শ্রীবাস,হরিদাস,অদ্বৈতাচার্য,শ্রীচৈতন্যের প্রধান পার্ষদ বা সহচর কে ছিলেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কৃষ্ণপ্রেম,ধ্যানজ্ঞান,সন্ন্যাস ধর্ম,যজ্ঞ পালন,শ্রীচৈতন্যদেবের জীবোদ্ধারের মূলমন্ত্র ছিল―
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কলকাতা,হুগলি,বর্ধমান,চব্বিশ পরগনা,স্বামী বিবেকানন্দ কোথায় জন্মগ্রহণ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,বীরেশ্বর,শ্রীদাস,শ্রীধর,বলরাম,বিবেকানন্দের বাল্যনাম কী ছিল?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,আয়ারল্যান্ড,হল্যান্ড,ইংল্যান্ড,সুইজারল্যান্ড,মার্গারেট নোবল-এর জন্মভূমির নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,রামকৃষ্ণ মঠ,স্বামীজী মঠ,হাওড়া মঠ,গোবর্ধন মঠ,স্বামী বিবেকানন্দের প্রতিষ্ঠিত মঠের নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্যামাসুন্দরী,রেণুকা দেবী,লক্ষ্মী দেবী,বিষ্ণুপ্রিয়া,সারদা দেবীর মায়ের নাম কী ছিল?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,মাসি,মা,বাবা,পিসি,‘সারদা’ নাম কে রাখেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,আশ্বিন মাসে,আষাঢ় মাসে,শ্রাবণ মাসে,ভাদ্র মাসে,রামপ্রসাদ কোন মাসে জন্মগ্রহণ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,রামরাম সেন,বীরেন্দ্র সেন,অসিম সেন,জীতেন সেন,রামপ্রসাদের পিতার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,সর্বেশ্বরী দেবী,সুজাতা দেবী,শচীদেবী,লক্ষ্মীদেবী,রামপ্রসাদের মায়ের নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,ষোল বছর,তের বছর,চৌদ্দ বছর,আঠার বছর,কত বছর বয়সের মধ্যে রামপ্রসাদের মধ্যে কবিত্ব শক্তির প্রকাশ ঘটে?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,শর্বানী দেবী,লক্ষ্মীদেবী,শচীদেবী,সুজাতা দেবী,রামপ্রসাদের স্ত্রীর নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কলকাতা,হুগলি,ঢাকা,দিল্লি,অর্থোপার্জনের জন্য রামপ্রসাদ কোথায় যান?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্যামা মা,দূর্গা মা,লক্ষ্মী মা,পাবর্তী মা,রামপ্রসাদের ধ্যানজ্ঞান কী ছিল?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কন্যারুপে,বোনরুপে,মারূপে,দেবীরুপে,শ্যামা মা কোনরুপে রামপ্রসাদের কাছে ধরা দিয়েছিলেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জগদীশ্বরী,মেনকা,সুজাতা,মহামায়া,রামপ্রসাদের মেয়ের নাম কী ছিল?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কালী,দুর্গা,লক্ষ্মী,সরস্বতী,চারদিক আলোকিত করে রামপ্রসাদের সামনে এস কে দাঁড়ালেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,মুর্শিদাবাদ,দিল্লি,আগ্রা,ঢাকা,কর্মোপলক্ষে দীননাথ চক্রবর্তী কোথায় গিয়েছিলেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,পাঁচ বছর,চার বছর,সাত বছর,দশ বছর,জগদ্বন্ধুর কত বছর বয়সের সময় তাঁর পিতার মৃত্যু হয়?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,গৌরাঙ্গভাবে,কৃষ্ণভাবে,শ্যামাভাবে,রাধাভাবে,প্রভু জগদ্বন্ধু কোনভাবে ভাবিত হন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কৃষ্ণের,রাধার,বিষ্ণুর,গোপদের,গিরিধারী কার অপর নাম?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,গৌপ,গোপাল,গোপীগণ,গৌবাসী,গোকুলের অধিবাসীদের কী বলা হতো?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,সিলেট,সুনামগঞ্জ,হবিগঞ্জ,ফেনী,শ্রী হট্রের বর্তমান নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,নীলাম্বর চক্রবর্তী,রাম চক্রবর্তী,সঞ্চয় চক্রবর্তী,অবনী চক্রবর্তী,শচীদেবীর পিতার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,ঈশ্বর পরীর,কেশব মিশ্রের,লক্ষীদেবীর,বিশ্বরূপের,নিমাই কার কাছে কৃষ্ণ নামে দীক্ষা নেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জমিদার,রাজা,মন্ত্রী,উজির,শ্যামা সংগীত পড়ে কে মুগ্ধ হন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,বজরা,নৌকা,স্টিমার,জাহাজ,নবাব সিরাজ-উদ-দৌলা গঙ্গার উপর দিয়ে কিসে করে যাচ্ছিলেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জগন্নাথ মিশ্র,কেশব মিশ্র,জগৎমিশ্র,নীলাম্বর মিশ্র,নিমাইয়ের পিতার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জনগণ,বলরাম,শ্রীকৃষ্ণ,কালিন্দী,কালীয় দমনের দ্বারা উপকৃত হয়―
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কংস,বলরাম,ইন্দ্র,রাবণ,কৃষ্ণকে মারতে চেয়েছিল কে?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,বিষ্ণু প্রিয়া,লক্ষ্মী প্রিয়া,হরি প্রিয়া,শচী দেবী,সনাতন পণ্ডিতের কন্যার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্রীচৈতন্য,শ্রীরূপ,রঘুনাথ ভট্র,গোপাল ভট্র,সন্ন্যাস ধর্মে দীক্ষা নেওয়ার পর নিমাইয়ের নতুন কী নাম পড়ে?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,১৫৩৩ সালে,১৪৩৩ সালে,১৫৪০ সালে,১৯৩৩ সালে,শ্রীচৈতন্য জগন্নাথদেবের দেহে বিলীন হন কত সালে?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,নবদ্বীপে,বঙ্গদ্বীপে,সন্দ্বীপে,লঙ্কাদ্বীপে,শ্রীচৈতন্য কোথায় জন্মগ্রহণ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,অঘাসুর,কংসাসুর,বকাসুর,অরিষ্টাসুর,পুতনা রাকসীর ভাইয়ের নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,অত্যাচারী,বিনয়ী,সংযমী,দয়াশীল,কংস কেমন লোক ছিল―
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,বৎসাসুর,অঘাসুর,বকাসুর,অরিষ্টাসুর,বাছুরের রূপ ধারণ করেছিল কে?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কালিন্দী হ্রদের জল পান,তারা সবাই অসুস্থ ছিল,ব্যাধ কর্তৃক শর নিক্ষেপ,তাদের মৃত্যু অনিবার্য ছিল,কয়েকজন গোপবালকের মৃত্যুর কারণ―
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,ঐশ্বরিক বলে,দাবর বলে,অসুরের বলে,পশুশক্তি বলে,শ্রীকৃষ্ণ দাবাগ্নি পান করেছেন―
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,শচীদেবী,শচীন্দ্রা,মহাদেবী,শুচিতা,শ্রীচৈতন্যের মাতার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,১৪৮৬,১৪৭০,১৪৭৫,১৪৮৭,শ্রীচৈতন্য কত খ্রিষ্টাব্দে জন্মগ্রহণ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্যামা সংগীত,আঁকিবুকি,কৃষ্ণ কীর্তন,চণ্ডীমন্ত্র,হিসাবের খাতায় রামপ্রসাদ কী লেখতেন ?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,পশ্চিমবঙ্গে,পূর্ববঙ্গে,আসামে,মুম্বাইতে,সারদা দেবী কোথায় জন্মগ্রহণ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,১৯২০,১৯২৩,১৯২৫,১২৯৩,কত সালে সারদা দেবী দেহত্যাগ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,এক ধরনের নেশা,এক ধরনের খাদ্য,এক ধরনের খেলা,এক ধরনের বিলাসিতা,মাদক কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,দান,আরতি,প্রার্থনা,ভক্তি,মাঙ্গলিক কাজ কোনটি?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,রমণক দ্বীপে,কালিন্দী হ্রদে,যমুনার তীরে,বৃন্দাবনে,কালীর নাগের মূল আশ্রয়কেন্দ্র ছিল কোথায়?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,জগন্নাথ মিশ্র,নিত্যানন্দ,বিশ্বরূপ,শঙ্করাচার্য,শ্রীচৈতন্য দেবের পিতার নাম কী?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,১৫৩৩,১৫৩০,১৫৩২,১৫৩৫,চৈতন্যদের কত সালে জগন্নাথ দেবের মন্দিরে প্রবেশ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,কলকাতা,হুগলি,বর্ধমান,চব্বিশ পরগনা,স্বামী বিবেকানন্দ কোথায় জন্মগ্রহণ করেন?
আদর্শ জীবনচরিত,7,ইসলাম ও নৈতিক শিক্ষা,1,বীরেশ্বর,শ্রীদাস,শ্রীধর,বলরাম,বিবেকানন্দের বাল্যনাম কী?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,দশটি,সাতটি,আটটি,নয়টি,ধর্মের কয়টি লক্ষণ রয়েছে?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,আত্মারূপে,মনরুপে,দেহরুপে,বায়ুরুপে,জীবের মধ্যে ঈশ্বর কীরুপে অবস্থান করেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,ধর্ম,জ্ঞান,শিক্ষা,বংশ,কোনটি নৈতিক শিক্ষার ভিত্তিকে দৃঢ়তর করে তুলে?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,মহান,পরোপকার,উদারতা,সহিষ্ণুতা,‘উদার’ শব্দটি অর্থ কী?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,সংকীর্ণ,কলুষিত,লোভী,নীচু,ব্যক্তিস্বার্থের চিন্তায় আমাদের মনকে কী করে তোলে?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,রাতুল,রুহুল,ছুহুল,কাজল,আবুলের সহপাঠীর নাম কী?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,পারোপকার,উপকার,সেবা,মিত্রতা,পরের ভালো করার নাম কী?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,পরোপকার,ধর্ম,প্রার্থনা,সমাজসেবা,কী করলে ব্যক্তি উদার হয়?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,পাঁচ,তিন,চার,ছয়,কুন্তী দেবীর কয় পুত্র ছিল?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,ভীম,যুধিষ্ঠির,অর্জুন,নকুল,কে বকরাক্ষসকে মেরে ফেললেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্রীকৃষ্ণ,শ্রীরাম,বিশ্বমিত্র মুনি,দধীচি মুনি,অর্জুনের সখা কে ছিলেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,সাহস,শক্তি,মনোবল,নির্ভীকতা,ভয় না পেয়ে কোনো কাজে এগিয়ে যাওয়াকে কী বলে?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,মহাভারতে,রামায়ণে,পুরাণে,উপনিষদে,অভিমুন্য সৎসাহস কোথায় বর্ণিত আছে?
